trade_no,coin,timeframe,direction,entry_time,exit_time,entry_price_usd,entry_price_inr,stop_price_usd,target_price_usd,exit_price_usd,exit_price_inr,exit_reason,risk_pct,risk_inr,position_size_coin,position_size_inr,gross_pnl_inr,fees_inr,net_pnl_inr,net_pnl,equity_before,equity_after
1,BTC/INR,15m,LONG,2026-07-26 21:00:00+05:30,2026-07-27 00:00:00+05:30,64758.76,5407356.6,59578.06,75120.16,64601.67,5394239.55,INTRADAY_SQUAREOFF,0.01,100.0,0.001156,6250.0,-15.16,7.37,-22.53,-22.53,10000.0,9977.47
2,BTC/INR,15m,LONG,2026-07-27 03:00:00+05:30,2026-07-28 00:00:00+05:30,64830.89,5413379.11,59644.42,75203.83,64825.58,5412936.16,INTRADAY_SQUAREOFF,0.01,99.77,0.001155,6250.0,-0.51,7.37,-7.89,-7.89,9977.47,9969.59
3,BTC/INR,15m,SHORT,2026-07-28 03:00:00+05:30,2026-07-29 00:00:00+05:30,64724.58,5404502.64,69902.55,54368.65,63660.97,5315691.39,INTRADAY_SQUAREOFF,0.01,99.7,0.001156,6250.0,102.71,7.31,95.39,95.39,9969.59,10064.98
4,BTC/INR,15m,LONG,2026-07-29 01:30:00+05:30,2026-07-30 00:00:00+05:30,63862.36,5332506.78,58753.37,74080.33,63993.57,5343462.71,INTRADAY_SQUAREOFF,0.01,100.65,0.001172,6250.0,12.84,7.38,5.46,5.46,10064.98,10070.44
5,BTC/INR,15m,SHORT,2026-07-30 06:15:00+05:30,2026-07-31 00:00:00+05:30,63576.77,5308660.62,68662.92,53404.49,64765.6,5407928.01,INTRADAY_SQUAREOFF,0.01,100.7,0.001177,6250.0,-116.87,7.44,-124.31,-124.31,10070.44,9946.12
6,BTC/INR,15m,LONG,2026-07-31 00:45:00+05:30,2026-08-01 00:00:00+05:30,64827.35,5413083.45,59641.16,75199.72,62959.32,5257103.63,INTRADAY_SQUAREOFF,0.01,99.46,0.001155,6250.0,-180.1,7.27,-187.36,-187.36,9946.12,9758.76
7,BTC/INR,15m,SHORT,2026-08-01 04:00:00+05:30,2026-08-02 00:00:00+05:30,62886.97,5251062.03,67917.93,52825.06,62534.75,5221651.77,INTRADAY_SQUAREOFF,0.01,97.59,0.00119,6250.0,35.01,7.35,27.65,27.65,9758.76,9786.41
8,BTC/INR,15m,SHORT,2026-08-02 01:15:00+05:30,2026-08-03 00:00:00+05:30,62362.29,5207251.34,67351.27,52384.32,63252.11,5281551.21,INTRADAY_SQUAREOFF,0.01,97.86,0.0012,6250.0,-89.18,7.43,-96.61,-96.61,9786.41,9689.8
9,BTC/INR,15m,LONG,2026-08-03 01:15:00+05:30,2026-08-04 00:00:00+05:30,63357.16,5290323.09,58288.59,73494.31,63765.42,5324412.71,INTRADAY_SQUAREOFF,0.01,96.9,0.001181,6250.0,40.27,7.4,32.87,32.87,9689.8,9722.68
10,BTC/INR,15m,LONG,2026-08-04 08:15:00+05:30,2026-08-05 00:00:00+05:30,63932.81,5338389.62,58818.19,74162.06,64288.82,5368116.47,INTRADAY_SQUAREOFF,0.01,97.23,0.001171,6250.0,34.8,7.4,27.41,27.41,9722.68,9750.08
11,BTC/INR,15m,LONG,2026-08-05 01:15:00+05:30,2026-08-06 00:00:00+05:30,64390.58,5376613.23,59239.33,74693.07,64624.67,5396160.07,INTRADAY_SQUAREOFF,0.01,97.5,0.001162,6250.0,22.72,7.39,15.33,15.33,9750.08,9765.42
12,BTC/INR,15m,LONG,2026-08-06 00:45:00+05:30,2026-08-07 00:00:00+05:30,64893.97,5418646.48,59702.45,75277.01,64426.5,5379612.84,INTRADAY_SQUAREOFF,0.01,97.65,0.001153,6250.0,-45.02,7.35,-52.37,-52.37,9765.42,9713.05
13,BTC/INR,15m,LONG,2026-08-07 01:45:00+05:30,2026-08-08 00:00:00+05:30,64511.56,5386715.26,59350.64,74833.41,64730.86,5405026.53,INTRADAY_SQUAREOFF,0.01,97.13,0.00116,6250.0,21.25,7.39,13.86,13.86,9713.05,9726.91
14,BTC/INR,15m,LONG,2026-08-08 22:30:00+05:30,2026-08-09 00:00:00+05:30,65078.01,5434013.92,59871.77,75490.49,64958.08,5423999.26,INTRADAY_SQUAREOFF,0.01,97.27,0.00115,6250.0,-11.52,7.37,-18.89,-18.89,9726.91,9708.02
