coin,timeframe,period,bars,st1_period,st1_mult,st2_period,st2_mult,settings,sl,rr,risk,sl_pct,rr_val,strategy,starting_capital,ending_capital,total_net_profit,return_pct,max_drawdown_inr,max_drawdown_pct,max_profit,max_loss,avg_win,avg_loss,largest_win,largest_loss,win_rate,loss_rate,profit_factor,expectancy,num_trades,winning_trades,losing_trades,breakeven_trades,max_win_streak,max_loss_streak,avg_win_streak,avg_loss_streak,recovery_factor,sharpe,sortino,calmar,exposure_pct,avg_duration_hours,max_duration_hours,min_duration_hours,gross_profit,gross_loss,target,File,oc,ot
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,10,3.5,"ST1(14,3.0)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.0)+ST2(10,3.5)",10000,10492.1,492.1,4.92,145.0,1.45,238.68,-60.7,132.6,-60.7,198.9,-60.7,54.55,45.45,2.62,44.74,11,6,5,0,2,2,1.5,1.5,0,0,0,0,92.3,1.5,5,0.5,795.5999999999999,303.5,4.5%,"ETH_INR_5m_ST1(14,3.0)+ST2(10,3.5)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,14,4.0,"ST1(14,3.0)+ST2(14,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.0)+ST2(14,4.0)",10000,10492.1,492.1,4.92,145.0,1.45,238.68,-60.7,132.6,-60.7,198.9,-60.7,54.55,45.45,2.62,44.74,11,6,5,0,2,2,1.5,1.5,0,0,0,0,92.2,1.5,5,0.5,795.5999999999999,303.5,4.5%,"ETH_INR_5m_ST1(14,3.0)+ST2(14,4.0)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,14,3.5,"ST1(14,3.0)+ST2(14,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.0)+ST2(14,3.5)",10000,10492.1,492.1,4.92,145.0,1.45,238.68,-60.7,132.6,-60.7,198.9,-60.7,54.55,45.45,2.62,44.74,11,6,5,0,2,2,1.5,1.5,0,0,0,0,92.3,1.5,5,0.5,795.5999999999999,303.5,4.5%,"ETH_INR_5m_ST1(14,3.0)+ST2(14,3.5)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,12,4.0,"ST1(14,3.0)+ST2(12,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.0)+ST2(12,4.0)",10000,10492.1,492.1,4.92,145.0,1.45,238.68,-60.7,132.6,-60.7,198.9,-60.7,54.55,45.45,2.62,44.74,11,6,5,0,2,2,1.5,1.5,0,0,0,0,92.2,1.5,5,0.5,795.5999999999999,303.5,4.5%,"ETH_INR_5m_ST1(14,3.0)+ST2(12,4.0)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,12,3.5,"ST1(14,3.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.0)+ST2(12,3.5)",10000,10492.1,492.1,4.92,145.0,1.45,238.68,-60.7,132.6,-60.7,198.9,-60.7,54.55,45.45,2.62,44.74,11,6,5,0,2,2,1.5,1.5,0,0,0,0,92.3,1.5,5,0.5,795.5999999999999,303.5,4.5%,"ETH_INR_5m_ST1(14,3.0)+ST2(12,3.5)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,12,3.0,"ST1(10,4.0)+ST2(12,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,4.0)+ST2(12,3.0)",10000,10484.63,484.63,4.85,161.0,1.61,290.142,-53.55,161.19,-53.55,241.785,-53.55,45.45,54.55,2.51,44.06,11,5,6,0,2,2,1.5,1.5,0,0,0,0,92.97,1.5,5,0.5,805.95,321.29999999999995,4.5%,"ETH_INR_5m_ST1(10,4.0)+ST2(12,3.0)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,10,4.0,"ST1(12,3.0)+ST2(10,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(10,4.0)",10000,10484.63,484.63,4.85,161.0,1.61,290.142,-53.55,161.19,-53.55,241.785,-53.55,45.45,54.55,2.51,44.06,11,5,6,0,2,2,1.5,1.5,0,0,0,0,92.97,1.5,5,0.5,805.95,321.29999999999995,4.5%,"ETH_INR_5m_ST1(12,3.0)+ST2(10,4.0)_SL1.5pct_1-3",1,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,12,3.0,"ST1(10,3.5)+ST2(12,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(12,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(10,3.5)+ST2(12,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,14,3.0,"ST1(10,3.5)+ST2(14,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(14,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(10,3.5)+ST2(14,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,14,3.5,"ST1(7,3.0)+ST2(14,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(7,3.0)+ST2(14,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,88.18,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(7,3.0)+ST2(14,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,10,3.5,"ST1(10,3.0)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.0)+ST2(10,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(10,3.0)+ST2(10,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,14,3.5,"ST1(14,3.0)+ST2(14,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.0)+ST2(14,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(14,3.0)+ST2(14,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,12,3.5,"ST1(14,3.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.0)+ST2(12,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(14,3.0)+ST2(12,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,12,3.0,"ST1(12,3.5)+ST2(12,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(12,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(12,3.5)+ST2(12,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,10,3.0,"ST1(12,3.5)+ST2(10,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(10,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(12,3.5)+ST2(10,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,7,3.0,"ST1(12,3.5)+ST2(7,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(7,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,88.18,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(12,3.5)+ST2(7,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,14,3.5,"ST1(12,3.0)+ST2(14,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(14,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(12,3.0)+ST2(14,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,12,3.5,"ST1(12,3.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(12,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(12,3.0)+ST2(12,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,10,3.5,"ST1(12,3.0)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(10,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(12,3.0)+ST2(10,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,7,3.0,"ST1(10,3.5)+ST2(7,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(7,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,88.18,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(10,3.5)+ST2(7,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,10,3.0,"ST1(10,3.5)+ST2(10,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(10,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(10,3.5)+ST2(10,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,12,3.5,"ST1(10,3.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.0)+ST2(12,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(10,3.0)+ST2(12,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,14,3.5,"ST1(10,3.0)+ST2(14,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.0)+ST2(14,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(10,3.0)+ST2(14,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,12,3.5,"ST1(7,3.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(7,3.0)+ST2(12,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,88.18,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(7,3.0)+ST2(12,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,10,3.5,"ST1(7,3.0)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(7,3.0)+ST2(10,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,88.18,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(7,3.0)+ST2(10,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,14,3.0,"ST1(14,3.5)+ST2(14,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.5)+ST2(14,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(14,3.5)+ST2(14,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,12,3.0,"ST1(14,3.5)+ST2(12,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.5)+ST2(12,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(14,3.5)+ST2(12,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,10,3.5,"ST1(14,3.0)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.0)+ST2(10,3.5)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(14,3.0)+ST2(10,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,14,3.0,"ST1(12,3.5)+ST2(14,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(14,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(12,3.5)+ST2(14,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,10,3.0,"ST1(14,3.5)+ST2(10,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.5)+ST2(10,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,89.04,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(14,3.5)+ST2(10,3.0)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,7,3.0,"ST1(14,3.5)+ST2(7,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.5)+ST2(7,3.0)",10000,10482.83,482.83,4.83,330.0,3.3,240.228,-116.97,133.46,-116.97,200.19,-116.97,61.54,38.46,1.83,37.14,13,8,5,0,2,2,1.5,1.5,0,0,0,0,88.18,1.5,5,0.5,1067.68,584.85,4.5%,"SOL_INR_5m_ST1(14,3.5)+ST2(7,3.0)_SL1.5pct_1-3",2,0
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,10,3.5,"ST1(12,4.0)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(12,4.0)+ST2(10,3.5)",10000,10481.81,481.81,4.82,900.0,9.0,264.564,-95.15,146.98,-95.15,220.47,-95.15,41.67,58.33,1.1,5.74,84,35,49,0,2,2,1.5,1.5,0,0,0,0,55.17,1.5,5,0.5,5144.299999999999,4662.35,4.5%,"SOL_INR_30m_ST1(12,4.0)+ST2(10,3.5)_SL1.5pct_1-3",2,2
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.5,12,4.0,"ST1(10,3.5)+ST2(12,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(12,4.0)",10000,10481.81,481.81,4.82,900.0,9.0,264.564,-95.15,146.98,-95.15,220.47,-95.15,41.67,58.33,1.1,5.74,84,35,49,0,2,2,1.5,1.5,0,0,0,0,55.17,1.5,5,0.5,5144.299999999999,4662.35,4.5%,"SOL_INR_30m_ST1(10,3.5)+ST2(12,4.0)_SL1.5pct_1-3",2,2
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,7,2.0,"ST1(7,4.0)+ST2(7,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(7,4.0)+ST2(7,2.0)",10000,10477.72,477.72,4.78,1186.0,11.86,255.096,-89.34,141.72,-89.34,212.58,-89.34,41.25,58.75,1.11,5.97,80,33,47,0,2,2,1.5,1.5,0,0,0,0,55.97,1.5,5,0.5,4676.76,4198.9800000000005,4.5%,"SOL_INR_30m_ST1(7,4.0)+ST2(7,2.0)_SL1.5pct_1-3",2,2
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,7,4.0,"ST1(7,2.0)+ST2(7,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(7,2.0)+ST2(7,4.0)",10000,10477.72,477.72,4.78,1186.0,11.86,255.096,-89.34,141.72,-89.34,212.58,-89.34,41.25,58.75,1.11,5.97,80,33,47,0,2,2,1.5,1.5,0,0,0,0,55.97,1.5,5,0.5,4676.76,4198.9800000000005,4.5%,"SOL_INR_30m_ST1(7,2.0)+ST2(7,4.0)_SL1.5pct_1-3",2,2
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,10,3.0,"ST1(12,3.5)+ST2(10,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(10,3.0)",10000,10468.7,468.7,4.69,1108.0,11.08,225.162,-86.01,125.09,-86.01,187.635,-86.01,42.86,57.14,1.09,4.46,105,45,60,0,2,2,1.5,1.5,0,0,0,0,76.56,1.5,5,0.5,5629.05,5160.6,4.5%,"SOL_INR_15m_ST1(12,3.5)+ST2(10,3.0)_SL1.5pct_1-3",2,1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.0,12,3.5,"ST1(10,3.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.0)+ST2(12,3.5)",10000,10468.7,468.7,4.69,1108.0,11.08,225.162,-86.01,125.09,-86.01,187.635,-86.01,42.86,57.14,1.09,4.46,105,45,60,0,2,2,1.5,1.5,0,0,0,0,76.56,1.5,5,0.5,5629.05,5160.6,4.5%,"SOL_INR_15m_ST1(10,3.0)+ST2(12,3.5)_SL1.5pct_1-3",2,1
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,7,3.5,"ST1(14,3.5)+ST2(7,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.5)+ST2(7,3.5)",10000,10466.65,466.65,4.67,330.0,3.3,247.086,-105.25,137.27,-105.25,205.90500000000003,-105.25,57.14,42.86,1.74,33.33,14,8,6,0,2,2,1.5,1.5,0,0,0,0,90.11,1.5,5,0.5,1098.16,631.5,4.5%,"SOL_INR_5m_ST1(14,3.5)+ST2(7,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,7,3.5,"ST1(12,3.5)+ST2(7,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(7,3.5)",10000,10466.65,466.65,4.67,330.0,3.3,247.086,-105.25,137.27,-105.25,205.90500000000003,-105.25,57.14,42.86,1.74,33.33,14,8,6,0,2,2,1.5,1.5,0,0,0,0,90.11,1.5,5,0.5,1098.16,631.5,4.5%,"SOL_INR_5m_ST1(12,3.5)+ST2(7,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,14,3.5,"ST1(7,3.5)+ST2(14,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(7,3.5)+ST2(14,3.5)",10000,10466.65,466.65,4.67,330.0,3.3,247.086,-105.25,137.27,-105.25,205.90500000000003,-105.25,57.14,42.86,1.74,33.33,14,8,6,0,2,2,1.5,1.5,0,0,0,0,90.11,1.5,5,0.5,1098.16,631.5,4.5%,"SOL_INR_5m_ST1(7,3.5)+ST2(14,3.5)_SL1.5pct_1-3",2,0
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,12,3.5,"ST1(7,3.5)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(7,3.5)+ST2(12,3.5)",10000,10466.65,466.65,4.67,330.0,3.3,247.086,-105.25,137.27,-105.25,205.90500000000003,-105.25,57.14,42.86,1.74,33.33,14,8,6,0,2,2,1.5,1.5,0,0,0,0,90.11,1.5,5,0.5,1098.16,631.5,4.5%,"SOL_INR_5m_ST1(7,3.5)+ST2(12,3.5)_SL1.5pct_1-3",2,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,7,4.0,"ST1(12,3.0)+ST2(7,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(7,4.0)",10000,10463.0,463.0,4.63,161.0,1.61,282.114,-53.44,156.73,-53.44,235.095,-53.44,45.45,54.55,2.44,42.09,11,5,6,0,2,2,1.5,1.5,0,0,0,0,92.51,1.5,5,0.5,783.65,320.64,4.5%,"ETH_INR_5m_ST1(12,3.0)+ST2(7,4.0)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,7,3.5,"ST1(12,3.0)+ST2(7,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(7,3.5)",10000,10463.0,463.0,4.63,161.0,1.61,282.114,-53.44,156.73,-53.44,235.095,-53.44,45.45,54.55,2.44,42.09,11,5,6,0,2,2,1.5,1.5,0,0,0,0,92.61,1.5,5,0.5,783.65,320.64,4.5%,"ETH_INR_5m_ST1(12,3.0)+ST2(7,3.5)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,7,3.0,"ST1(12,3.0)+ST2(7,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(7,3.0)",10000,10463.0,463.0,4.63,161.0,1.61,282.114,-53.44,156.73,-53.44,235.095,-53.44,45.45,54.55,2.44,42.09,11,5,6,0,2,2,1.5,1.5,0,0,0,0,92.61,1.5,5,0.5,783.65,320.64,4.5%,"ETH_INR_5m_ST1(12,3.0)+ST2(7,3.0)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,10,3.0,"ST1(10,4.0)+ST2(10,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,4.0)+ST2(10,3.0)",10000,10463.0,463.0,4.63,161.0,1.61,282.114,-53.44,156.73,-53.44,235.095,-53.44,45.45,54.55,2.44,42.09,11,5,6,0,2,2,1.5,1.5,0,0,0,0,92.51,1.5,5,0.5,783.65,320.64,4.5%,"ETH_INR_5m_ST1(10,4.0)+ST2(10,3.0)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,12,3.0,"ST1(12,3.5)+ST2(12,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(12,3.0)",10000,10463.0,463.0,4.63,161.0,1.61,282.114,-53.44,156.73,-53.44,235.095,-53.44,45.45,54.55,2.44,42.09,11,5,6,0,2,2,1.5,1.5,0,0,0,0,92.61,1.5,5,0.5,783.65,320.64,4.5%,"ETH_INR_5m_ST1(12,3.5)+ST2(12,3.0)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,7,3.0,"ST1(12,4.0)+ST2(7,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,4.0)+ST2(7,3.0)",10000,10463.0,463.0,4.63,161.0,1.61,282.114,-53.44,156.73,-53.44,235.095,-53.44,45.45,54.55,2.44,42.09,11,5,6,0,2,2,1.5,1.5,0,0,0,0,92.51,1.5,5,0.5,783.65,320.64,4.5%,"ETH_INR_5m_ST1(12,4.0)+ST2(7,3.0)_SL1.5pct_1-3",1,0
ETH/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,12,3.0,"ST1(10,3.5)+ST2(12,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(12,3.0)",10000,10463.0,463.0,4.63,161.0,1.61,282.114,-53.44,156.73,-53.44,235.095,-53.44,45.45,54.55,2.44,42.09,11,5,6,0,2,2,1.5,1.5,0,0,0,0,92.61,1.5,5,0.5,783.65,320.64,4.5%,"ETH_INR_5m_ST1(10,3.5)+ST2(12,3.0)_SL1.5pct_1-3",1,0
