trade_no,coin,timeframe,direction,entry_time,exit_time,entry_price_usd,entry_price_inr,stop_price_usd,target_price_usd,exit_price_usd,exit_price_inr,exit_reason,risk_pct,risk_inr,position_size_coin,position_size_inr,gross_pnl_inr,fees_inr,net_pnl_inr,net_pnl,equity_before,equity_after
1,BTC/INR,5m,LONG,2026-09-17 10:55:00+05:30,2026-09-18 00:00:00+05:30,76445.18,6383172.53,70329.57,94792.02,76643.3,6399715.53,INTRADAY_SQUAREOFF,0.02,200.0,0.000392,2500.0,6.48,2.95,3.53,3.53,10000.0,10003.53
2,BTC/INR,5m,LONG,2026-09-18 07:45:00+05:30,2026-09-19 00:00:00+05:30,76747.36,6408404.75,70607.57,95166.73,80940.99,6758572.32,INTRADAY_SQUAREOFF,0.02,200.07,0.00039,2500.88,136.65,3.03,133.62,133.62,10003.53,10137.15
3,BTC/INR,5m,LONG,2026-09-19 00:40:00+05:30,2026-09-20 00:00:00+05:30,81115.94,6773180.67,74626.66,100583.76,81389.79,6796047.68,INTRADAY_SQUAREOFF,0.02,202.74,0.000374,2534.29,8.56,3.0,5.56,5.56,10137.15,10142.71
4,BTC/INR,5m,SHORT,2026-09-20 00:45:00+05:30,2026-09-21 00:00:00+05:30,81313.32,6789662.47,87818.39,61798.13,81294.35,6788078.51,INTRADAY_SQUAREOFF,0.02,202.85,0.000373,2535.68,0.59,2.99,-2.4,-2.4,10142.71,10140.31
5,BTC/INR,5m,LONG,2026-09-21 00:40:00+05:30,2026-09-22 00:00:00+05:30,81151.02,6776109.85,74658.93,100627.26,85899.52,7172610.0,INTRADAY_SQUAREOFF,0.02,202.81,0.000374,2535.08,148.34,3.08,145.26,145.26,10140.31,10285.57
6,BTC/INR,5m,LONG,2026-09-22 00:20:00+05:30,2026-09-23 00:00:00+05:30,86039.13,7184267.43,79156.0,106688.52,86272.69,7203769.92,INTRADAY_SQUAREOFF,0.02,205.71,0.000358,2571.39,6.98,3.04,3.94,3.94,10285.57,10289.51
7,BTC/INR,5m,LONG,2026-09-23 00:25:00+05:30,2026-09-24 00:10:00+05:30,86579.06,7229351.26,79652.73,107358.03,84174.06,7028534.33,END_OF_DATA,0.02,205.79,0.000356,2572.38,-71.46,2.99,-74.45,-74.45,10289.51,10215.06
