strategy,coin,timeframe,params,rr,risk_pct,trades,win_rate,net_profit_inr,final_capital_inr,max_dd_inr,max_dd_pct,profit_factor,expectancy,max_win_streak,max_loss_streak,sharpe,exposure
DOUBLE,ETH/USDT,1h,F14x1.5_S20x3.5,1:2,1.0,204,34.8,-1379.1,8620.9,1840.87,18.41,0.9,-6.76,4,11,-3.56,61.32
DOUBLE,ETH/USDT,1h,F14x1.5_S20x3.5,1:3,1.0,145,31.03,1632.27,11632.27,1851.01,14.28,1.14,11.26,4,12,5.34,72.72
DOUBLE,ETH/USDT,1h,F14x1.5_S30x3.0,1:2,1.0,226,31.86,-3035.34,6964.66,3764.79,37.65,0.77,-13.43,6,13,-8.73,55.66
DOUBLE,ETH/USDT,1h,F14x1.5_S30x3.0,1:3,1.0,184,23.91,-2571.49,7428.51,4530.83,45.31,0.77,-13.98,5,20,-7.0,65.07
DOUBLE,ETH/USDT,1h,F14x2.0_S20x2.5,1:2,1.0,217,34.1,-1720.11,8279.89,2398.9,23.99,0.88,-7.93,3,14,-4.38,56.54
DOUBLE,ETH/USDT,1h,F14x2.0_S20x2.5,1:3,1.0,179,24.58,-2092.7,7907.3,3135.18,29.82,0.84,-11.69,3,14,-5.5,65.19
DOUBLE,ETH/USDT,1h,F14x2.0_S20x3.5,1:2,1.0,151,36.42,-51.1,9948.9,2184.8,18.71,1.0,-0.34,5,11,0.39,54.53
DOUBLE,ETH/USDT,1h,F14x2.0_S20x3.5,1:3,1.0,121,23.14,-1866.29,8133.71,2247.19,21.65,0.8,-15.42,3,12,-7.51,60.86
DOUBLE,ETH/USDT,1h,F14x2.0_S30x3.0,1:2,1.0,177,35.59,-475.94,9524.06,1936.37,19.36,0.96,-2.69,6,9,-0.98,57.92
DOUBLE,ETH/USDT,1h,F14x2.0_S30x3.0,1:3,1.0,144,21.53,-2901.64,7098.36,3113.73,31.14,0.7,-20.15,3,22,-11.06,65.96
DOUBLE,ETH/USDT,1h,F14x2.5_S20x2.5,1:2,1.0,243,30.45,-3763.14,6236.86,4149.87,41.14,0.73,-15.49,4,12,-10.84,62.88
DOUBLE,ETH/USDT,1h,F14x2.5_S20x2.5,1:3,1.0,183,21.31,-3716.93,6283.07,4122.01,40.84,0.69,-20.31,3,12,-11.89,73.89
DOUBLE,ETH/USDT,1h,F14x2.5_S20x3.5,1:2,1.0,130,34.62,-606.37,9393.63,1454.75,14.52,0.93,-4.66,7,8,-2.16,51.82
DOUBLE,ETH/USDT,1h,F14x2.5_S20x3.5,1:3,1.0,97,25.77,-533.31,9466.69,1545.03,15.29,0.93,-5.5,3,11,-1.91,62.5
DOUBLE,ETH/USDT,1h,F14x2.5_S30x3.0,1:2,1.0,176,30.11,-2842.85,7157.15,3390.69,33.91,0.73,-16.15,4,10,-10.65,59.55
DOUBLE,ETH/USDT,1h,F14x2.5_S30x3.0,1:3,1.0,122,23.77,-1640.52,8359.48,2226.65,22.27,0.81,-13.45,2,9,-6.34,72.03
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.0_S20x3.0,1:2,1.0,273,31.14,-4748.8,5251.2,4748.8,47.49,0.7,-17.39,4,15,-13.47,37.86
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.0_S20x3.0,1:3,1.0,224,25.0,-3264.58,6735.42,3380.82,33.42,0.8,-14.57,3,18,-7.73,47.79
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.0_S20x3.5,1:2,1.0,258,27.91,-5731.12,4268.88,5731.12,57.31,0.6,-22.21,6,13,-19.74,29.5
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.0_S20x3.5,1:3,1.0,236,22.03,-4974.27,5025.73,4974.27,49.74,0.68,-21.08,5,19,-13.9,37.23
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.0_S30x3.0,1:2,1.0,269,29.0,-5360.49,4639.51,5360.49,53.6,0.65,-19.93,3,14,-16.65,40.07
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.0_S30x3.0,1:3,1.0,227,24.23,-3455.94,6544.06,3573.45,35.32,0.79,-15.22,3,22,-8.21,48.62
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.0_S30x3.5,1:2,1.0,265,27.92,-5768.52,4231.48,5801.21,58.01,0.58,-21.77,4,15,-19.39,34.45
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.0_S30x3.5,1:3,1.0,230,20.87,-5314.85,4685.15,5357.28,53.35,0.63,-23.11,5,18,-16.13,42.87
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.5_S20x3.0,1:2,1.0,283,31.1,-4923.3,5076.7,5299.99,51.08,0.71,-17.4,4,9,-13.72,37.52
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.5_S20x3.0,1:3,1.0,233,23.18,-4328.81,5671.19,4723.51,45.44,0.74,-18.58,3,21,-11.21,47.87
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.5_S20x3.5,1:2,1.0,260,27.69,-5887.7,4112.3,6218.32,60.19,0.61,-22.64,4,13,-20.55,30.45
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.5_S20x3.5,1:3,1.0,238,21.43,-5330.83,4669.17,5600.96,54.54,0.66,-22.4,3,21,-15.48,37.06
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.5_S30x3.0,1:2,1.0,289,28.72,-5859.73,4140.27,5990.7,59.13,0.63,-20.28,3,15,-18.02,39.37
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.5_S30x3.0,1:3,1.0,246,22.36,-4888.24,5111.76,5036.79,49.63,0.7,-19.87,3,23,-12.76,48.06
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.5_S30x3.5,1:2,1.0,265,28.3,-5724.31,4275.69,5862.44,57.83,0.62,-21.6,3,13,-19.11,34.78
TRIPLE,ETH/USDT,1h,F7x1.5_M14x2.5_S30x3.5,1:3,1.0,234,21.37,-5249.81,4750.19,5568.67,53.97,0.67,-22.44,3,22,-15.4,43.01
TRIPLE,ETH/USDT,1h,F7x1.5_M20x2.0_S30x3.0,1:2,1.0,269,29.0,-5476.31,4523.69,5476.31,54.76,0.63,-20.36,3,14,-17.39,39.55
TRIPLE,ETH/USDT,1h,F7x1.5_M20x2.0_S30x3.0,1:3,1.0,226,23.89,-3838.72,6161.28,3838.72,38.39,0.75,-16.98,3,21,-9.69,47.96
TRIPLE,ETH/USDT,1h,F7x1.5_M20x2.0_S30x3.5,1:2,1.0,260,27.69,-5829.46,4170.54,5861.67,58.62,0.57,-22.42,4,13,-20.3,34.12
TRIPLE,ETH/USDT,1h,F7x1.5_M20x2.0_S30x3.5,1:3,1.0,225,20.89,-5282.83,4717.17,5282.83,52.83,0.62,-23.48,3,18,-16.43,42.6
TRIPLE,ETH/USDT,1h,F7x1.5_M20x2.5_S30x3.0,1:2,1.0,286,30.77,-5028.51,4971.49,5034.52,50.31,0.7,-17.58,4,10,-13.99,41.29
TRIPLE,ETH/USDT,1h,F7x1.5_M20x2.5_S30x3.0,1:3,1.0,244,23.36,-4348.84,5651.16,4669.33,45.24,0.75,-17.82,3,22,-10.64,49.14
TRIPLE,ETH/USDT,1h,F7x1.5_M20x2.5_S30x3.5,1:2,1.0,269,29.37,-5472.21,4527.79,5485.29,54.78,0.65,-20.34,4,11,-17.36,35.17
TRIPLE,ETH/USDT,1h,F7x1.5_M20x2.5_S30x3.5,1:3,1.0,239,22.59,-4867.88,5132.12,5059.46,49.64,0.71,-20.37,3,20,-13.21,42.92
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.0_S20x3.0,1:2,1.0,269,28.25,-5689.09,4310.91,5769.09,57.69,0.61,-21.15,3,12,-18.58,35.39
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.0_S20x3.0,1:3,1.0,225,22.22,-4708.76,5291.24,4708.76,47.09,0.68,-20.93,3,21,-13.52,44.84
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.0_S20x3.5,1:2,1.0,242,26.03,-6060.11,3939.89,6060.11,60.6,0.55,-25.04,3,17,-23.94,27.47
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.0_S20x3.5,1:3,1.0,217,19.35,-5736.67,4263.33,5736.67,57.37,0.57,-26.44,3,23,-20.25,33.92
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.0_S30x3.0,1:2,1.0,273,27.11,-6061.28,3938.72,6134.38,61.34,0.56,-22.2,3,12,-20.56,36.33
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.0_S30x3.0,1:3,1.0,225,20.0,-5578.81,4421.19,5578.81,55.79,0.6,-24.79,3,20,-18.12,46.22
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.0_S30x3.5,1:2,1.0,257,26.85,-6034.22,3965.78,6034.22,60.34,0.56,-23.48,3,16,-22.07,29.24
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.0_S30x3.5,1:3,1.0,218,20.18,-5449.04,4550.96,5449.04,54.49,0.61,-25.0,3,21,-18.1,37.41
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.5_S20x3.0,1:2,1.0,266,28.2,-5683.23,4316.77,5712.92,57.13,0.6,-21.37,3,12,-18.78,34.06
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.5_S20x3.0,1:3,1.0,224,20.98,-5224.46,4775.54,5224.46,52.24,0.64,-23.32,3,22,-16.17,43.44
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.5_S20x3.5,1:2,1.0,226,27.43,-5369.8,4630.2,5369.8,53.7,0.6,-23.76,4,15,-20.75,26.06
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.5_S20x3.5,1:3,1.0,205,20.49,-5033.97,4966.03,5033.97,50.34,0.63,-24.56,3,23,-17.06,31.72
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.5_S30x3.0,1:2,1.0,262,25.95,-6267.85,3732.15,6293.52,62.94,0.53,-23.92,3,12,-23.03,33.12
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.5_S30x3.0,1:3,1.0,220,19.55,-5658.71,4341.29,5658.71,56.59,0.58,-25.72,3,21,-19.06,42.07
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.5_S30x3.5,1:2,1.0,239,25.52,-6085.07,3914.93,6085.07,60.85,0.52,-25.46,3,13,-24.35,28.42
TRIPLE,ETH/USDT,1h,F7x2.0_M14x2.5_S30x3.5,1:3,1.0,211,18.96,-5698.65,4301.35,5698.65,56.99,0.58,-27.01,3,21,-20.41,35.33
TRIPLE,ETH/USDT,1h,F7x2.0_M20x2.0_S30x3.0,1:2,1.0,266,27.07,-5974.12,4025.88,6048.83,60.49,0.56,-22.46,3,12,-20.61,36.34
TRIPLE,ETH/USDT,1h,F7x2.0_M20x2.0_S30x3.0,1:3,1.0,222,19.82,-5555.55,4444.45,5555.55,55.56,0.6,-25.03,3,20,-18.23,46.01
TRIPLE,ETH/USDT,1h,F7x2.0_M20x2.0_S30x3.5,1:2,1.0,250,26.4,-6047.19,3952.81,6047.19,60.47,0.54,-24.19,3,15,-22.91,29.17
TRIPLE,ETH/USDT,1h,F7x2.0_M20x2.0_S30x3.5,1:3,1.0,213,19.25,-5639.63,4360.37,5639.63,56.4,0.57,-26.48,3,20,-19.85,37.08
TRIPLE,ETH/USDT,1h,F7x2.0_M20x2.5_S30x3.0,1:2,1.0,263,28.52,-5511.76,4488.24,5542.63,55.43,0.6,-20.96,5,14,-17.98,35.39
TRIPLE,ETH/USDT,1h,F7x2.0_M20x2.5_S30x3.0,1:3,1.0,221,19.91,-5564.32,4435.68,5564.32,55.64,0.6,-25.18,3,21,-18.38,44.81
TRIPLE,ETH/USDT,1h,F7x2.0_M20x2.5_S30x3.5,1:2,1.0,233,28.33,-5270.57,4729.43,5270.57,52.71,0.59,-22.62,5,13,-19.25,27.76
TRIPLE,ETH/USDT,1h,F7x2.0_M20x2.5_S30x3.5,1:3,1.0,202,20.3,-5165.06,4834.94,5165.06,51.65,0.61,-25.57,3,20,-17.98,35.13
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.0_S20x3.0,1:2,1.0,290,33.79,-3576.53,6423.47,3626.13,36.23,0.8,-12.33,4,9,-8.27,33.97
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.0_S20x3.0,1:3,1.0,249,28.51,-601.89,9398.11,2364.03,20.18,0.97,-2.42,4,9,-0.42,41.85
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.0_S20x3.5,1:2,1.0,271,31.73,-4454.8,5545.2,4547.53,45.48,0.71,-16.44,5,8,-12.31,27.94
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.0_S20x3.5,1:3,1.0,245,25.71,-2920.51,7079.49,3222.65,32.23,0.82,-11.92,6,17,-5.95,33.88
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.0_S30x3.0,1:2,1.0,286,31.82,-4415.62,5584.38,4572.84,45.17,0.74,-15.44,3,11,-11.38,34.81
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.0_S30x3.0,1:3,1.0,244,27.05,-1694.09,8305.91,2208.89,21.27,0.91,-6.94,4,19,-2.8,42.74
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.0_S30x3.5,1:2,1.0,282,31.56,-4607.75,5392.25,4731.5,47.32,0.71,-16.34,4,10,-12.41,31.85
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.0_S30x3.5,1:3,1.0,251,25.9,-2791.92,7208.08,3010.18,30.1,0.84,-11.12,4,13,-5.45,39.67
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.5_S20x3.0,1:2,1.0,295,34.58,-3204.0,6796.0,3658.71,35.0,0.83,-10.86,3,10,-6.99,35.14
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.5_S20x3.0,1:3,1.0,259,27.41,-1631.85,8368.15,2753.3,24.76,0.92,-6.3,4,11,-2.46,43.27
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.5_S20x3.5,1:2,1.0,273,33.7,-3567.93,6432.07,3844.49,37.53,0.79,-13.07,5,13,-8.88,28.7
TRIPLE,ETH/USDT,1h,F10x1.5_M14x2.5_S20x3.5,1:3,1.0,252,26.98,-2227.49,7772.51,2524.02,25.24,0.88,-8.84,6,17,-3.97,35.22
SINGLE,ETH/USDT,4h,P7x1.5,1:2,1.0,107,37.38,569.77,10569.77,855.22,7.66,1.08,5.32,3,6,3.47,67.88
SINGLE,ETH/USDT,4h,P7x1.5,1:3,1.0,95,31.58,1946.53,11946.53,1688.1,16.03,1.27,20.49,3,16,8.9,71.26
SINGLE,ETH/USDT,4h,P7x2.0,1:2,1.0,73,35.62,-192.94,9807.06,1803.94,15.67,0.96,-2.64,8,8,-0.95,68.38
SINGLE,ETH/USDT,4h,P7x2.0,1:3,1.0,60,30.0,862.14,10862.14,1383.41,12.76,1.19,14.37,3,13,6.79,75.0
SINGLE,ETH/USDT,4h,P7x2.5,1:2,1.0,57,29.82,-819.89,9180.11,1417.85,13.6,0.79,-14.38,3,14,-8.26,65.0
SINGLE,ETH/USDT,4h,P7x2.5,1:3,1.0,48,16.67,-1649.49,8350.51,2057.38,20.3,0.55,-34.36,2,21,-19.58,71.58
SINGLE,ETH/USDT,4h,P7x3.0,1:2,1.0,52,28.85,-1077.74,8922.26,1438.03,13.93,0.71,-20.73,3,10,-12.69,68.2
SINGLE,ETH/USDT,4h,P7x3.0,1:3,1.0,36,13.89,-1847.54,8152.46,1882.91,18.83,0.36,-51.32,1,17,-35.14,78.93
SINGLE,ETH/USDT,4h,P7x3.5,1:2,1.0,43,32.56,-447.97,9552.03,1012.16,9.62,0.85,-10.42,3,7,-5.65,70.39
SINGLE,ETH/USDT,4h,P7x3.5,1:3,1.0,32,18.75,-1137.16,8862.84,1344.49,13.44,0.55,-35.54,1,8,-19.97,74.25
SINGLE,ETH/USDT,4h,P10x1.5,1:2,1.0,113,34.51,-373.34,9626.66,2374.89,19.88,0.96,-3.3,4,11,-1.35,68.68
SINGLE,ETH/USDT,4h,P10x1.5,1:3,1.0,98,25.51,-499.52,9500.48,1657.36,15.25,0.93,-5.1,3,14,-1.74,73.95
SINGLE,ETH/USDT,4h,P10x2.0,1:2,1.0,74,40.54,1236.55,11236.55,1501.08,11.97,1.25,16.71,7,9,9.24,68.61
SINGLE,ETH/USDT,4h,P10x2.0,1:3,1.0,59,32.2,1424.96,11424.96,1273.33,10.51,1.32,24.15,3,10,10.48,74.95
SINGLE,ETH/USDT,4h,P10x2.5,1:2,1.0,67,28.36,-1431.76,8568.24,2063.86,19.5,0.71,-21.37,3,16,-13.4,65.07
SINGLE,ETH/USDT,4h,P10x2.5,1:3,1.0,56,16.07,-2281.89,7718.11,2451.09,24.2,0.48,-40.75,2,16,-25.76,70.98
SINGLE,ETH/USDT,4h,P10x3.0,1:2,1.0,52,26.92,-1336.07,8663.93,1507.24,14.88,0.65,-25.69,3,7,-16.52,64.47
SINGLE,ETH/USDT,4h,P10x3.0,1:3,1.0,45,15.56,-1980.13,8019.87,2149.99,21.22,0.45,-44.0,1,10,-28.06,69.0
SINGLE,ETH/USDT,4h,P10x3.5,1:2,1.0,50,34.0,-306.26,9693.74,752.52,7.27,0.91,-6.13,3,6,-3.02,66.8
SINGLE,ETH/USDT,4h,P10x3.5,1:3,1.0,32,18.75,-1154.17,8845.83,1264.37,12.64,0.55,-36.07,1,8,-20.28,76.62
SINGLE,ETH/USDT,4h,P14x1.5,1:2,1.0,115,40.87,1749.86,11749.86,1397.86,10.69,1.21,15.22,5,6,8.34,71.8
SINGLE,ETH/USDT,4h,P14x1.5,1:3,1.0,82,29.27,822.64,10822.64,1059.91,10.3,1.13,10.03,3,7,5.01,78.47
SINGLE,ETH/USDT,4h,P14x2.0,1:2,1.0,82,39.02,785.46,10785.46,1383.94,11.55,1.14,9.58,7,8,5.73,68.4
SINGLE,ETH/USDT,4h,P14x2.0,1:3,1.0,68,30.88,1247.92,11247.92,1056.86,9.87,1.24,18.35,3,10,8.29,74.86
SINGLE,ETH/USDT,4h,P14x2.5,1:2,1.0,54,29.63,-1126.02,8873.98,1550.99,14.99,0.71,-20.85,3,11,-12.96,69.57
SINGLE,ETH/USDT,4h,P14x2.5,1:3,1.0,47,23.4,-777.29,9222.71,1303.65,12.64,0.79,-16.54,3,13,-7.74,73.56
SINGLE,ETH/USDT,4h,P14x3.0,1:2,1.0,45,31.11,-823.49,9176.51,1224.11,11.82,0.74,-18.3,2,7,-11.06,66.69
SINGLE,ETH/USDT,4h,P14x3.0,1:3,1.0,38,23.68,-660.33,9339.67,1162.91,11.12,0.78,-17.38,1,7,-8.13,71.87
SINGLE,ETH/USDT,4h,P14x3.5,1:2,1.0,39,28.21,-1063.11,8936.89,1368.07,13.32,0.63,-27.26,2,6,-17.73,65.5
SINGLE,ETH/USDT,4h,P14x3.5,1:3,1.0,31,19.35,-1066.89,8933.11,1103.72,11.04,0.57,-34.42,1,8,-18.94,74.79
SINGLE,ETH/USDT,4h,P20x1.5,1:2,1.0,126,39.68,1548.54,11548.54,2390.92,17.24,1.16,12.29,5,7,6.87,68.58
SINGLE,ETH/USDT,4h,P20x1.5,1:3,1.0,92,30.43,1386.4,11386.4,1587.6,12.53,1.18,15.07,4,9,6.92,75.3
SINGLE,ETH/USDT,4h,P20x2.0,1:2,1.0,79,40.51,1301.64,11301.64,1149.49,9.38,1.24,16.48,7,6,9.07,69.29
SINGLE,ETH/USDT,4h,P20x2.0,1:3,1.0,67,34.33,2314.11,12314.11,1146.23,8.73,1.43,34.54,2,5,13.95,75.57
SINGLE,ETH/USDT,4h,P20x2.5,1:2,1.0,64,34.38,-130.37,9869.63,1292.63,11.76,0.97,-2.04,3,7,-0.59,68.81
SINGLE,ETH/USDT,4h,P20x2.5,1:3,1.0,45,17.78,-1595.35,8404.65,1841.08,18.18,0.55,-35.45,1,16,-20.35,75.39
SINGLE,ETH/USDT,4h,P20x3.0,1:2,1.0,48,31.25,-720.52,9279.48,1080.77,10.52,0.79,-15.01,2,7,-8.62,67.63
SINGLE,ETH/USDT,4h,P20x3.0,1:3,1.0,41,29.27,195.5,10195.5,614.83,6.02,1.06,4.77,1,6,2.83,74.27
SINGLE,ETH/USDT,4h,P20x3.5,1:2,1.0,45,26.67,-1207.41,8792.59,1470.98,14.62,0.63,-26.83,2,12,-17.09,61.0
SINGLE,ETH/USDT,4h,P20x3.5,1:3,1.0,35,25.71,-317.91,9682.09,1123.07,10.82,0.88,-9.08,2,11,-3.7,69.59
SINGLE,ETH/USDT,4h,P30x1.5,1:2,1.0,138,36.23,108.04,10108.04,1660.29,15.08,1.01,0.78,5,12,1.01,66.42
SINGLE,ETH/USDT,4h,P30x1.5,1:3,1.0,102,23.53,-1303.53,8696.47,2050.07,19.49,0.84,-12.78,4,11,-5.83,74.38
SINGLE,ETH/USDT,4h,P30x2.0,1:2,1.0,90,36.67,354.7,10354.7,1266.42,11.07,1.06,3.94,7,11,2.74,67.76
SINGLE,ETH/USDT,4h,P30x2.0,1:3,1.0,71,19.72,-1747.79,8252.21,2570.69,24.25,0.68,-24.62,2,16,-13.07,73.17
SINGLE,ETH/USDT,4h,P30x2.5,1:2,1.0,60,33.33,-296.58,9703.42,1108.85,10.42,0.93,-4.94,3,8,-2.29,71.42
SINGLE,ETH/USDT,4h,P30x2.5,1:3,1.0,49,24.49,-540.37,9459.63,1085.14,10.44,0.86,-11.03,2,7,-4.72,75.39
SINGLE,ETH/USDT,4h,P30x3.0,1:2,1.0,46,34.78,-199.41,9800.59,747.15,7.25,0.94,-4.34,3,5,-1.93,67.56
SINGLE,ETH/USDT,4h,P30x3.0,1:3,1.0,38,28.95,147.71,10147.71,811.25,7.95,1.05,3.89,2,8,2.44,72.28
SINGLE,ETH/USDT,4h,P30x3.5,1:2,1.0,41,29.27,-844.04,9155.96,1048.71,10.43,0.71,-20.59,2,6,-12.32,69.2
SINGLE,ETH/USDT,4h,P30x3.5,1:3,1.0,29,20.69,-848.63,9151.37,1131.99,11.32,0.62,-29.26,1,7,-15.29,75.32
DOUBLE,ETH/USDT,4h,F7x1.5_S14x2.5,1:2,1.0,48,35.42,68.8,10068.8,872.63,8.25,1.02,1.43,4,8,1.37,58.72
DOUBLE,ETH/USDT,4h,F7x1.5_S14x2.5,1:3,1.0,39,23.08,-739.78,9260.22,1784.94,16.71,0.76,-18.97,2,12,-9.0,64.32
DOUBLE,ETH/USDT,4h,F7x1.5_S14x3.5,1:2,1.0,37,45.95,1117.99,11117.99,545.47,5.45,1.51,30.22,4,5,16.04,73.79
DOUBLE,ETH/USDT,4h,F7x1.5_S14x3.5,1:3,1.0,29,34.48,704.98,10704.98,545.47,5.45,1.34,24.31,2,5,10.86,79.86
DOUBLE,ETH/USDT,4h,F7x1.5_S20x3.0,1:2,1.0,39,38.46,269.06,10269.06,639.9,6.4,1.11,6.9,3,6,4.35,70.82
DOUBLE,ETH/USDT,4h,F7x1.5_S20x3.0,1:3,1.0,30,30.0,192.58,10192.58,639.9,6.4,1.09,6.42,2,6,3.56,75.5
DOUBLE,ETH/USDT,4h,F7x1.5_S30x2.5,1:2,1.0,57,36.84,68.17,10068.17,907.01,8.29,1.02,1.2,4,7,1.24,58.65
DOUBLE,ETH/USDT,4h,F7x1.5_S30x2.5,1:3,1.0,43,20.93,-1178.73,8821.27,1418.16,13.89,0.66,-27.41,2,12,-14.32,67.01
DOUBLE,ETH/USDT,4h,F7x1.5_S30x3.5,1:2,1.0,35,40.0,506.19,10506.19,544.94,5.45,1.23,14.46,2,5,8.21,73.13
DOUBLE,ETH/USDT,4h,F7x1.5_S30x3.5,1:3,1.0,28,39.29,1302.58,11302.58,544.94,5.45,1.69,46.52,2,5,19.0,78.56
DOUBLE,ETH/USDT,4h,F7x2.0_S14x3.0,1:2,1.0,39,33.33,-413.17,9586.83,886.09,8.47,0.85,-10.59,3,8,-5.69,53.72
DOUBLE,ETH/USDT,4h,F7x2.0_S14x3.0,1:3,1.0,35,34.29,802.07,10802.07,696.14,6.15,1.31,22.92,3,6,10.23,58.77
DOUBLE,ETH/USDT,4h,F7x2.0_S20x2.5,1:2,1.0,46,34.78,-240.93,9759.07,1001.53,9.32,0.92,-5.24,4,8,-2.46,58.31
DOUBLE,ETH/USDT,4h,F7x2.0_S20x2.5,1:3,1.0,36,25.0,-501.52,9498.48,1092.56,10.88,0.82,-13.93,2,11,-6.21,63.45
DOUBLE,ETH/USDT,4h,F7x2.0_S20x3.5,1:2,1.0,37,35.14,-135.51,9864.49,730.99,7.06,0.95,-3.66,2,7,-1.53,59.02
DOUBLE,ETH/USDT,4h,F7x2.0_S20x3.5,1:3,1.0,34,29.41,159.22,10159.22,847.85,8.03,1.06,4.68,2,8,2.79,62.85
DOUBLE,ETH/USDT,4h,F7x2.0_S30x3.0,1:2,1.0,43,37.21,133.18,10133.18,972.1,9.03,1.05,3.1,3,9,2.29,55.98
DOUBLE,ETH/USDT,4h,F7x2.0_S30x3.0,1:3,1.0,36,30.56,351.17,10351.17,1108.55,9.98,1.13,9.75,3,10,4.98,63.61
DOUBLE,ETH/USDT,4h,F7x2.5_S14x2.5,1:2,1.0,47,27.66,-1114.66,8885.34,1409.61,14.1,0.66,-23.72,2,12,-14.75,62.56
DOUBLE,ETH/USDT,4h,F7x2.5_S14x2.5,1:3,1.0,43,20.93,-1111.4,8888.6,1592.97,15.93,0.66,-25.85,2,15,-13.38,66.14
DOUBLE,ETH/USDT,4h,F7x2.5_S14x3.5,1:2,1.0,39,30.77,-510.57,9489.43,756.0,7.56,0.81,-13.09,2,4,-7.16,57.17
DOUBLE,ETH/USDT,4h,F7x2.5_S14x3.5,1:3,1.0,35,28.57,274.74,10274.74,658.09,6.44,1.1,7.85,2,5,4.12,61.55
DOUBLE,ETH/USDT,4h,F7x2.5_S20x3.0,1:2,1.0,43,23.26,-1350.86,8649.14,1350.86,13.51,0.57,-31.42,2,7,-20.74,59.27
DOUBLE,ETH/USDT,4h,F7x2.5_S20x3.0,1:3,1.0,38,18.42,-1080.3,8919.7,1376.16,13.76,0.63,-28.43,1,9,-14.84,65.48
DOUBLE,ETH/USDT,4h,F7x2.5_S30x2.5,1:2,1.0,54,29.63,-811.15,9188.85,911.28,9.11,0.79,-15.02,3,7,-8.63,63.81
DOUBLE,ETH/USDT,4h,F7x2.5_S30x2.5,1:3,1.0,45,17.78,-1400.94,8599.06,1624.85,15.94,0.61,-31.13,2,12,-16.97,68.74
DOUBLE,ETH/USDT,4h,F7x2.5_S30x3.5,1:2,1.0,35,37.14,75.84,10075.84,607.92,6.08,1.03,2.17,2,4,1.77,48.63
DOUBLE,ETH/USDT,4h,F7x2.5_S30x3.5,1:3,1.0,32,25.0,-408.94,9591.06,1005.48,10.05,0.83,-12.78,2,8,-5.6,53.36
DOUBLE,ETH/USDT,4h,F10x1.5_S14x3.0,1:2,1.0,48,35.42,-124.88,9875.12,859.14,8.22,0.96,-2.6,2,4,-0.92,62.56
DOUBLE,ETH/USDT,4h,F10x1.5_S14x3.0,1:3,1.0,38,31.58,535.95,10535.95,1186.01,10.47,1.18,14.1,3,9,6.76,70.87
DOUBLE,ETH/USDT,4h,F10x1.5_S20x2.5,1:2,1.0,54,35.19,34.21,10034.21,1042.85,10.18,1.01,0.63,3,8,0.92,57.56
DOUBLE,ETH/USDT,4h,F10x1.5_S20x2.5,1:3,1.0,46,17.39,-1714.86,8285.14,2392.89,23.93,0.51,-37.28,2,15,-21.98,61.89
DOUBLE,ETH/USDT,4h,F10x1.5_S20x3.5,1:2,1.0,49,44.9,1357.06,11357.06,718.65,6.47,1.45,27.7,3,4,14.75,64.63
