strategy,coin,timeframe,params,rr,risk_pct,trades,win_rate,net_profit_inr,final_capital_inr,max_dd_inr,max_dd_pct,profit_factor,expectancy,max_win_streak,max_loss_streak,sharpe,exposure
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.0_S30x3.0,1:3,1.0,215,26.51,-2578.36,7421.64,3070.71,29.39,0.83,-11.99,4,19,-6.28,56.04
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.0_S30x3.5,1:2,1.0,264,33.33,-4144.22,5855.78,4168.93,41.69,0.71,-15.7,4,8,-12.39,34.31
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.0_S30x3.5,1:3,1.0,219,27.4,-2337.68,7662.32,2416.2,24.16,0.84,-10.67,3,12,-5.41,44.14
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.5_S20x3.0,1:2,1.0,251,33.07,-3724.17,6275.83,3746.76,37.47,0.75,-14.84,4,12,-11.08,35.66
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.5_S20x3.0,1:3,1.0,206,26.7,-2211.98,7788.02,2964.82,27.94,0.85,-10.74,6,19,-5.31,44.68
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.5_S20x3.5,1:2,1.0,228,32.02,-3979.29,6020.71,4062.58,40.63,0.7,-17.45,4,11,-13.58,32.19
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.5_S20x3.5,1:3,1.0,190,26.32,-2159.27,7840.73,2776.36,26.62,0.84,-11.36,5,13,-5.66,41.24
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.5_S30x3.0,1:2,1.0,257,31.52,-4557.59,5442.41,4577.18,45.77,0.68,-17.73,4,11,-14.63,39.3
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.5_S30x3.0,1:3,1.0,207,25.6,-3014.2,6985.8,3658.71,34.66,0.8,-14.56,4,16,-8.16,50.74
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.5_S30x3.5,1:2,1.0,238,32.77,-3875.8,6124.2,3972.58,39.73,0.72,-16.28,5,10,-12.52,32.39
TRIPLE,BTC/USDT,1h,F7x2.0_M14x2.5_S30x3.5,1:3,1.0,197,26.9,-2054.73,7945.27,2281.82,22.73,0.85,-10.43,3,14,-5.11,40.52
TRIPLE,BTC/USDT,1h,F7x2.0_M20x2.0_S30x3.0,1:2,1.0,264,31.06,-4719.83,5280.17,4741.31,47.41,0.67,-17.88,3,23,-14.89,41.72
TRIPLE,BTC/USDT,1h,F7x2.0_M20x2.0_S30x3.0,1:3,1.0,210,25.71,-2686.27,7313.73,3632.17,34.13,0.82,-12.79,4,20,-6.79,54.84
TRIPLE,BTC/USDT,1h,F7x2.0_M20x2.0_S30x3.5,1:2,1.0,251,33.07,-4077.89,5922.11,4218.44,42.18,0.7,-16.25,4,10,-12.71,33.57
TRIPLE,BTC/USDT,1h,F7x2.0_M20x2.0_S30x3.5,1:3,1.0,209,26.79,-2323.56,7676.44,2694.1,26.94,0.83,-11.12,3,14,-5.65,42.68
TRIPLE,BTC/USDT,1h,F7x2.0_M20x2.5_S30x3.0,1:2,1.0,263,30.8,-4756.15,5243.85,4756.15,47.56,0.67,-18.08,4,13,-15.24,40.76
TRIPLE,BTC/USDT,1h,F7x2.0_M20x2.5_S30x3.0,1:3,1.0,208,25.0,-3189.99,6810.01,4144.1,38.8,0.78,-15.34,4,20,-8.71,54.13
TRIPLE,BTC/USDT,1h,F7x2.0_M20x2.5_S30x3.5,1:2,1.0,239,32.22,-4123.48,5876.52,4148.28,41.48,0.68,-17.25,6,13,-13.67,31.45
TRIPLE,BTC/USDT,1h,F7x2.0_M20x2.5_S30x3.5,1:3,1.0,199,25.63,-2813.8,7186.2,3147.0,31.47,0.78,-14.14,3,13,-7.71,40.41
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.0_S20x3.0,1:2,1.0,274,33.21,-4254.36,5745.64,4962.6,46.34,0.71,-15.53,4,9,-12.36,31.27
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.0_S20x3.0,1:3,1.0,245,22.86,-5223.12,4776.88,6170.24,56.48,0.64,-21.32,5,12,-15.8,37.91
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.0_S20x3.5,1:2,1.0,254,34.25,-3677.62,6322.38,4263.97,40.37,0.74,-14.48,4,9,-10.93,30.23
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.0_S20x3.5,1:3,1.0,234,26.07,-3617.72,6382.28,5084.51,44.46,0.77,-15.46,5,18,-9.3,38.41
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.0_S30x3.0,1:2,1.0,283,32.51,-4584.1,5415.9,4937.7,47.69,0.7,-16.2,4,9,-13.29,33.13
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.0_S30x3.0,1:3,1.0,248,21.77,-5506.08,4493.92,5908.27,56.91,0.62,-22.2,4,13,-17.1,41.33
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.0_S30x3.5,1:2,1.0,270,34.44,-3848.25,6151.75,4101.76,40.0,0.74,-14.25,4,9,-10.89,32.53
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.0_S30x3.5,1:3,1.0,242,23.97,-4747.79,5252.21,5735.15,52.32,0.69,-19.62,5,16,-13.6,41.16
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.5_S20x3.0,1:2,1.0,303,33.33,-4661.45,5338.55,5175.73,49.23,0.71,-15.38,4,9,-12.74,35.61
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.5_S20x3.0,1:3,1.0,271,23.25,-5539.98,4460.02,6188.73,58.25,0.65,-20.44,5,15,-15.64,42.56
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.5_S20x3.5,1:2,1.0,259,33.59,-4079.72,5920.28,4429.77,42.89,0.72,-15.75,4,9,-12.41,34.76
TRIPLE,BTC/USDT,1h,F10x1.5_M14x2.5_S20x3.5,1:3,1.0,240,24.17,-4574.52,5425.48,5290.51,49.8,0.7,-19.06,5,21,-12.94,43.02
SINGLE,BTC/USDT,4h,P7x1.5,1:2,1.0,116,31.03,-1893.94,8106.06,3028.49,27.51,0.77,-16.33,10,9,-10.02,69.38
SINGLE,BTC/USDT,4h,P7x1.5,1:3,1.0,84,21.43,-1870.17,8129.83,2079.41,20.79,0.72,-22.26,2,14,-11.4,78.2
SINGLE,BTC/USDT,4h,P7x2.0,1:2,1.0,86,30.23,-1454.83,8545.17,1889.7,18.9,0.74,-16.92,2,8,-10.14,64.86
SINGLE,BTC/USDT,4h,P7x2.0,1:3,1.0,65,24.62,-637.31,9362.69,1412.77,14.13,0.87,-9.8,2,7,-4.06,74.98
SINGLE,BTC/USDT,4h,P7x2.5,1:2,1.0,55,29.09,-1194.74,8805.26,1323.54,13.24,0.69,-21.72,2,6,-13.31,77.51
SINGLE,BTC/USDT,4h,P7x2.5,1:3,1.0,47,17.02,-1914.1,8085.9,2065.14,20.65,0.49,-40.73,1,10,-24.5,81.94
SINGLE,BTC/USDT,4h,P7x3.0,1:2,1.0,40,22.5,-1591.62,8408.38,1650.01,16.5,0.47,-39.79,2,9,-27.92,72.19
SINGLE,BTC/USDT,4h,P7x3.0,1:3,1.0,38,21.05,-1073.49,8926.51,1418.2,14.18,0.64,-28.25,2,9,-14.62,75.46
SINGLE,BTC/USDT,4h,P7x3.5,1:2,1.0,35,22.86,-1369.49,8630.51,1422.97,14.23,0.48,-39.13,1,9,-27.07,68.17
SINGLE,BTC/USDT,4h,P7x3.5,1:3,1.0,31,12.9,-1769.8,8230.2,1820.79,18.21,0.32,-57.09,1,9,-40.74,78.58
SINGLE,BTC/USDT,4h,P10x1.5,1:2,1.0,133,33.08,-1446.06,8553.94,2975.4,25.88,0.86,-10.87,4,9,-6.18,67.24
SINGLE,BTC/USDT,4h,P10x1.5,1:3,1.0,92,26.09,-623.0,9377.0,1706.86,15.74,0.92,-6.77,2,9,-2.53,75.98
SINGLE,BTC/USDT,4h,P10x2.0,1:2,1.0,94,35.11,-419.71,9580.29,1549.39,14.12,0.94,-4.47,5,7,-2.01,61.19
SINGLE,BTC/USDT,4h,P10x2.0,1:3,1.0,66,27.27,-101.87,9898.13,874.13,8.5,0.98,-1.54,2,7,-0.0,73.81
SINGLE,BTC/USDT,4h,P10x2.5,1:2,1.0,54,33.33,-571.36,9428.64,1026.97,9.9,0.85,-10.58,6,8,-5.76,71.55
SINGLE,BTC/USDT,4h,P10x2.5,1:3,1.0,45,24.44,-669.76,9330.24,1074.49,10.61,0.81,-14.88,2,9,-6.73,78.49
SINGLE,BTC/USDT,4h,P10x3.0,1:2,1.0,45,24.44,-1511.76,8488.24,1577.6,15.78,0.55,-33.59,2,6,-22.61,72.31
SINGLE,BTC/USDT,4h,P10x3.0,1:3,1.0,38,26.32,-304.87,9695.13,1123.36,10.77,0.9,-8.02,2,6,-3.14,74.36
SINGLE,BTC/USDT,4h,P10x3.5,1:2,1.0,37,18.92,-1784.62,8215.38,1878.53,18.79,0.37,-48.23,1,8,-37.05,68.63
SINGLE,BTC/USDT,4h,P10x3.5,1:3,1.0,37,18.92,-1289.4,8710.6,1637.35,16.37,0.55,-34.85,1,8,-19.4,72.19
SINGLE,BTC/USDT,4h,P14x1.5,1:2,1.0,123,30.08,-2262.29,7737.71,2835.33,27.14,0.75,-18.39,3,11,-11.67,68.72
SINGLE,BTC/USDT,4h,P14x1.5,1:3,1.0,88,32.95,1932.01,11932.01,1776.93,13.26,1.26,21.96,5,10,9.45,77.88
SINGLE,BTC/USDT,4h,P14x2.0,1:2,1.0,82,31.71,-1039.13,8960.87,1294.47,12.81,0.82,-12.67,5,12,-7.16,69.59
SINGLE,BTC/USDT,4h,P14x2.0,1:3,1.0,65,18.46,-1999.22,8000.78,2211.32,22.11,0.61,-30.76,2,12,-17.15,77.33
SINGLE,BTC/USDT,4h,P14x2.5,1:2,1.0,58,27.59,-1468.64,8531.36,1866.57,18.67,0.64,-25.32,3,8,-16.17,65.48
SINGLE,BTC/USDT,4h,P14x2.5,1:3,1.0,44,25.0,-575.85,9424.15,888.84,8.89,0.83,-13.09,3,7,-5.79,73.9
SINGLE,BTC/USDT,4h,P14x3.0,1:2,1.0,43,34.88,-219.22,9780.78,623.21,6.23,0.92,-5.1,2,4,-2.37,74.98
SINGLE,BTC/USDT,4h,P14x3.0,1:3,1.0,34,20.59,-1017.66,8982.34,1114.56,11.11,0.63,-29.93,1,5,-15.77,78.58
SINGLE,BTC/USDT,4h,P14x3.5,1:2,1.0,42,21.43,-1724.6,8275.4,1781.87,17.82,0.45,-41.06,1,8,-29.71,67.12
SINGLE,BTC/USDT,4h,P14x3.5,1:3,1.0,39,17.95,-1468.31,8531.69,1659.72,16.6,0.52,-37.65,1,9,-21.76,71.71
SINGLE,BTC/USDT,4h,P20x1.5,1:2,1.0,129,33.33,-1456.31,8543.69,2928.72,25.8,0.85,-11.29,4,8,-6.42,69.41
SINGLE,BTC/USDT,4h,P20x1.5,1:3,1.0,66,33.33,1536.6,11536.6,1480.56,11.55,1.27,23.28,3,8,9.99,80.5
SINGLE,BTC/USDT,4h,P20x2.0,1:2,1.0,82,39.02,791.86,10791.86,768.84,6.76,1.14,9.66,3,6,5.72,67.12
SINGLE,BTC/USDT,4h,P20x2.0,1:3,1.0,69,28.99,589.37,10589.37,666.84,6.5,1.11,8.54,3,5,4.42,75.32
SINGLE,BTC/USDT,4h,P20x2.5,1:2,1.0,57,31.58,-580.19,9419.81,1458.69,14.59,0.85,-10.18,5,8,-5.52,69.79
SINGLE,BTC/USDT,4h,P20x2.5,1:3,1.0,41,19.51,-1005.79,8994.21,1571.8,15.25,0.68,-24.53,2,9,-12.49,80.48
SINGLE,BTC/USDT,4h,P20x3.0,1:2,1.0,46,36.96,101.62,10101.62,841.52,8.42,1.03,2.21,5,4,1.81,69.79
SINGLE,BTC/USDT,4h,P20x3.0,1:3,1.0,33,21.21,-858.44,9141.56,971.73,9.72,0.67,-26.01,1,6,-13.36,77.37
SINGLE,BTC/USDT,4h,P20x3.5,1:2,1.0,35,31.43,-469.4,9530.6,887.62,8.64,0.81,-13.41,2,6,-7.59,72.58
SINGLE,BTC/USDT,4h,P20x3.5,1:3,1.0,33,21.21,-841.69,9158.31,1281.8,12.82,0.66,-25.51,2,9,-13.13,74.36
SINGLE,BTC/USDT,4h,P30x1.5,1:2,1.0,122,32.79,-1454.82,8545.18,1707.46,17.07,0.82,-11.92,4,7,-6.8,67.08
SINGLE,BTC/USDT,4h,P30x1.5,1:3,1.0,87,24.14,-1196.14,8803.86,1567.52,15.68,0.82,-13.75,3,12,-6.21,76.12
SINGLE,BTC/USDT,4h,P30x2.0,1:2,1.0,96,29.17,-1763.41,8236.59,2011.13,20.11,0.72,-18.37,3,7,-11.44,64.98
SINGLE,BTC/USDT,4h,P30x2.0,1:3,1.0,75,24.0,-824.45,9175.55,1883.43,18.52,0.85,-10.99,3,11,-4.75,77.17
SINGLE,BTC/USDT,4h,P30x2.5,1:2,1.0,62,27.42,-1322.6,8677.4,1555.18,15.2,0.7,-21.33,3,9,-13.3,73.17
SINGLE,BTC/USDT,4h,P30x2.5,1:3,1.0,52,15.38,-2012.94,7987.06,2309.81,22.43,0.52,-38.71,2,11,-23.55,79.61
SINGLE,BTC/USDT,4h,P30x3.0,1:2,1.0,50,30.0,-658.7,9341.3,893.9,8.94,0.81,-13.17,3,6,-7.45,69.63
SINGLE,BTC/USDT,4h,P30x3.0,1:3,1.0,46,17.39,-1452.73,8547.27,1609.53,16.1,0.58,-31.58,1,8,-17.44,74.73
SINGLE,BTC/USDT,4h,P30x3.5,1:2,1.0,32,25.0,-995.59,9004.41,1133.1,11.33,0.57,-31.11,2,8,-20.44,75.18
SINGLE,BTC/USDT,4h,P30x3.5,1:3,1.0,31,19.35,-999.66,9000.34,1223.07,12.23,0.58,-32.25,1,8,-17.69,76.39
DOUBLE,BTC/USDT,4h,F7x1.5_S14x2.5,1:2,1.0,60,30.0,-917.18,9082.82,1071.67,10.72,0.78,-15.29,3,8,-8.92,53.33
DOUBLE,BTC/USDT,4h,F7x1.5_S14x2.5,1:3,1.0,51,19.61,-1314.46,8685.54,1545.06,15.45,0.67,-25.77,1,7,-13.47,67.63
DOUBLE,BTC/USDT,4h,F7x1.5_S14x3.5,1:2,1.0,52,32.69,-452.62,9547.38,1073.09,10.73,0.87,-8.7,2,8,-4.52,55.11
DOUBLE,BTC/USDT,4h,F7x1.5_S14x3.5,1:3,1.0,37,21.62,-898.72,9101.28,1319.8,12.79,0.7,-24.29,1,8,-12.25,73.22
DOUBLE,BTC/USDT,4h,F7x1.5_S20x3.0,1:2,1.0,58,34.48,-145.01,9854.99,927.19,8.74,0.96,-2.5,3,6,-0.87,53.45
DOUBLE,BTC/USDT,4h,F7x1.5_S20x3.0,1:3,1.0,39,25.64,-397.07,9602.93,1618.26,14.55,0.87,-10.18,3,11,-4.25,75.68
DOUBLE,BTC/USDT,4h,F7x1.5_S30x2.5,1:2,1.0,58,31.03,-725.94,9274.06,1458.54,13.79,0.83,-12.52,3,9,-7.02,57.67
DOUBLE,BTC/USDT,4h,F7x1.5_S30x2.5,1:3,1.0,51,15.69,-2183.12,7816.88,2362.78,23.44,0.47,-42.81,1,11,-27.08,62.67
DOUBLE,BTC/USDT,4h,F7x1.5_S30x3.5,1:2,1.0,56,26.79,-1388.87,8611.13,1740.73,17.08,0.66,-24.8,2,9,-15.68,55.11
DOUBLE,BTC/USDT,4h,F7x1.5_S30x3.5,1:3,1.0,43,20.93,-1152.33,8847.67,1426.04,13.99,0.66,-26.8,2,8,-13.93,69.45
DOUBLE,BTC/USDT,4h,F7x2.0_S14x3.0,1:2,1.0,41,24.39,-1267.4,8732.6,1430.77,14.31,0.58,-30.91,2,11,-20.08,64.7
DOUBLE,BTC/USDT,4h,F7x2.0_S14x3.0,1:3,1.0,34,17.65,-1300.31,8699.69,1389.72,13.9,0.52,-38.24,1,11,-22.26,71.26
DOUBLE,BTC/USDT,4h,F7x2.0_S20x2.5,1:2,1.0,63,23.81,-2027.45,7972.55,2164.71,21.65,0.55,-32.18,3,9,-22.07,55.21
DOUBLE,BTC/USDT,4h,F7x2.0_S20x2.5,1:3,1.0,56,25.0,-699.41,9300.59,933.4,9.24,0.84,-12.49,2,9,-5.46,61.44
DOUBLE,BTC/USDT,4h,F7x2.0_S20x3.5,1:2,1.0,39,17.95,-2007.07,7992.93,2065.99,20.66,0.34,-51.46,2,14,-40.99,61.55
DOUBLE,BTC/USDT,4h,F7x2.0_S20x3.5,1:3,1.0,35,14.29,-1831.18,8168.82,1891.39,18.91,0.37,-52.32,1,14,-34.98,68.13
DOUBLE,BTC/USDT,4h,F7x2.0_S30x3.0,1:2,1.0,54,24.07,-1699.81,8300.19,1844.03,18.44,0.56,-31.48,2,7,-20.99,51.3
DOUBLE,BTC/USDT,4h,F7x2.0_S30x3.0,1:3,1.0,46,17.39,-1828.47,8171.53,1898.82,18.99,0.51,-39.75,1,8,-23.57,58.42
DOUBLE,BTC/USDT,4h,F7x2.5_S14x2.5,1:2,1.0,68,27.94,-1553.75,8446.25,1627.48,16.27,0.67,-22.85,2,8,-14.49,64.98
DOUBLE,BTC/USDT,4h,F7x2.5_S14x2.5,1:3,1.0,51,21.57,-1206.3,8793.7,1283.07,12.83,0.7,-23.65,2,7,-12.08,77.15
DOUBLE,BTC/USDT,4h,F7x2.5_S14x3.5,1:2,1.0,32,25.0,-1010.79,8989.21,1073.0,10.73,0.57,-31.59,2,7,-20.78,64.86
DOUBLE,BTC/USDT,4h,F7x2.5_S14x3.5,1:3,1.0,29,17.24,-1176.3,8823.7,1445.34,14.16,0.5,-40.56,2,8,-24.06,70.16
DOUBLE,BTC/USDT,4h,F7x2.5_S20x3.0,1:2,1.0,44,38.64,224.05,10224.05,1016.06,10.08,1.08,5.09,5,10,3.36,69.43
DOUBLE,BTC/USDT,4h,F7x2.5_S20x3.0,1:3,1.0,36,25.0,-522.38,9477.62,1328.51,13.29,0.81,-14.51,3,12,-6.48,76.21
DOUBLE,BTC/USDT,4h,F7x2.5_S30x2.5,1:2,1.0,59,30.51,-1050.51,8949.49,1486.6,14.35,0.75,-17.8,5,8,-10.47,59.79
DOUBLE,BTC/USDT,4h,F7x2.5_S30x2.5,1:3,1.0,50,16.0,-2164.81,7835.19,2233.81,22.34,0.47,-43.3,2,16,-27.22,67.56
DOUBLE,BTC/USDT,4h,F7x2.5_S30x3.5,1:2,1.0,28,35.71,-141.3,9858.7,479.04,4.74,0.93,-5.05,3,4,-2.31,74.11
DOUBLE,BTC/USDT,4h,F7x2.5_S30x3.5,1:3,1.0,27,25.93,-345.17,9654.83,623.85,6.11,0.84,-12.78,2,6,-5.54,77.03
DOUBLE,BTC/USDT,4h,F10x1.5_S14x3.0,1:2,1.0,62,24.19,-2016.21,7983.79,2016.21,20.16,0.56,-32.52,2,8,-22.18,53.17
DOUBLE,BTC/USDT,4h,F10x1.5_S14x3.0,1:3,1.0,46,19.57,-1337.2,8662.8,1337.2,13.37,0.64,-29.07,2,8,-15.17,65.0
DOUBLE,BTC/USDT,4h,F10x1.5_S20x2.5,1:2,1.0,55,25.45,-1569.8,8430.2,2184.2,20.58,0.63,-28.54,2,12,-18.58,61.14
DOUBLE,BTC/USDT,4h,F10x1.5_S20x2.5,1:3,1.0,48,14.58,-2093.81,7906.19,2230.9,22.01,0.48,-43.62,1,19,-27.14,66.89
DOUBLE,BTC/USDT,4h,F10x1.5_S20x3.5,1:2,1.0,53,28.3,-1178.5,8821.5,1272.67,12.61,0.7,-22.24,2,8,-13.5,58.08
DOUBLE,BTC/USDT,4h,F10x1.5_S20x3.5,1:3,1.0,34,14.71,-1571.14,8428.86,1571.14,15.71,0.46,-46.21,2,12,-27.68,69.57
DOUBLE,BTC/USDT,4h,F10x1.5_S30x3.0,1:2,1.0,53,28.3,-1123.43,8876.57,1383.7,13.54,0.71,-21.2,2,10,-12.9,56.87
DOUBLE,BTC/USDT,4h,F10x1.5_S30x3.0,1:3,1.0,45,20.0,-1138.75,8861.25,1464.06,14.47,0.68,-25.31,2,8,-12.81,64.43
DOUBLE,BTC/USDT,4h,F10x2.0_S14x2.5,1:2,1.0,52,26.92,-1240.39,8759.61,1530.94,15.31,0.66,-23.85,4,10,-14.86,57.21
DOUBLE,BTC/USDT,4h,F10x2.0_S14x2.5,1:3,1.0,46,23.91,-493.0,9507.0,1098.06,10.82,0.86,-10.72,2,10,-4.5,62.74
DOUBLE,BTC/USDT,4h,F10x2.0_S14x3.5,1:2,1.0,40,32.5,-402.82,9597.18,1063.21,10.56,0.86,-10.07,4,8,-5.28,48.31
DOUBLE,BTC/USDT,4h,F10x2.0_S14x3.5,1:3,1.0,36,16.67,-1385.17,8614.83,1385.17,13.85,0.54,-38.48,1,8,-21.51,53.61
DOUBLE,BTC/USDT,4h,F10x2.0_S20x3.0,1:2,1.0,47,38.3,428.77,10428.77,615.75,6.1,1.14,9.12,5,6,5.52,51.03
DOUBLE,BTC/USDT,4h,F10x2.0_S20x3.0,1:3,1.0,38,23.68,-413.78,9586.22,1062.01,10.62,0.86,-10.89,3,10,-4.57,62.81
DOUBLE,BTC/USDT,4h,F10x2.0_S30x2.5,1:2,1.0,54,24.07,-1703.99,8296.01,1703.99,17.04,0.57,-31.55,3,8,-21.1,54.27
DOUBLE,BTC/USDT,4h,F10x2.0_S30x2.5,1:3,1.0,46,17.39,-1570.92,8429.08,1744.74,17.45,0.57,-34.15,2,9,-19.02,61.39
DOUBLE,BTC/USDT,4h,F10x2.0_S30x3.5,1:2,1.0,42,26.19,-1158.36,8841.64,1309.65,12.95,0.63,-27.58,2,6,-17.15,48.58
DOUBLE,BTC/USDT,4h,F10x2.0_S30x3.5,1:3,1.0,40,20.0,-1068.08,8931.92,1360.48,13.6,0.67,-26.7,1,7,-13.4,54.16
DOUBLE,BTC/USDT,4h,F10x2.5_S14x3.0,1:2,1.0,37,32.43,-478.67,9521.33,747.54,7.33,0.82,-12.94,2,5,-7.16,71.05
DOUBLE,BTC/USDT,4h,F10x2.5_S14x3.0,1:3,1.0,29,24.14,-529.07,9470.93,938.41,9.08,0.77,-18.24,1,9,-8.53,74.73
DOUBLE,BTC/USDT,4h,F10x2.5_S20x2.5,1:2,1.0,65,33.85,-554.78,9445.22,1332.91,12.62,0.88,-8.54,4,9,-4.47,58.47
DOUBLE,BTC/USDT,4h,F10x2.5_S20x2.5,1:3,1.0,54,25.93,-486.9,9513.1,1401.06,13.7,0.88,-9.02,3,9,-3.65,68.88
DOUBLE,BTC/USDT,4h,F10x2.5_S20x3.5,1:2,1.0,28,17.86,-1502.96,8497.04,1560.6,15.61,0.34,-53.68,2,9,-42.34,65.43
DOUBLE,BTC/USDT,4h,F10x2.5_S20x3.5,1:3,1.0,25,12.0,-1573.88,8426.12,1631.04,16.31,0.27,-62.95,1,9,-47.71,68.9
DOUBLE,BTC/USDT,4h,F10x2.5_S30x3.0,1:2,1.0,47,36.17,-65.27,9934.73,739.52,7.09,0.98,-1.39,3,7,-0.22,59.09
DOUBLE,BTC/USDT,4h,F10x2.5_S30x3.0,1:3,1.0,41,14.63,-1998.67,8001.33,2061.03,20.61,0.41,-48.75,1,11,-32.17,66.94
DOUBLE,BTC/USDT,4h,F14x1.5_S20x2.5,1:2,1.0,56,28.57,-1156.92,8843.08,1873.62,17.48,0.72,-20.66,3,11,-12.43,57.01
DOUBLE,BTC/USDT,4h,F14x1.5_S20x2.5,1:3,1.0,49,20.41,-1218.06,8781.94,2198.62,20.02,0.71,-24.86,2,11,-12.54,62.17
DOUBLE,BTC/USDT,4h,F14x1.5_S20x3.5,1:2,1.0,52,26.92,-1299.95,8700.05,1299.95,13.0,0.66,-25.0,2,9,-15.54,55.46
DOUBLE,BTC/USDT,4h,F14x1.5_S20x3.5,1:3,1.0,31,19.35,-933.38,9066.62,933.38,9.33,0.64,-30.11,2,7,-15.28,69.54
DOUBLE,BTC/USDT,4h,F14x1.5_S30x3.0,1:2,1.0,53,32.08,-535.0,9465.0,1121.82,11.17,0.85,-10.09,4,7,-5.42,53.11
DOUBLE,BTC/USDT,4h,F14x1.5_S30x3.0,1:3,1.0,39,23.08,-540.14,9459.86,1072.81,10.48,0.82,-13.85,2,7,-6.11,66.71
DOUBLE,BTC/USDT,4h,F14x2.0_S20x2.5,1:2,1.0,53,30.19,-797.52,9202.48,1179.75,11.36,0.79,-15.05,3,7,-8.62,61.78
DOUBLE,BTC/USDT,4h,F14x2.0_S20x2.5,1:3,1.0,43,23.26,-552.16,9447.84,1087.39,10.32,0.84,-12.84,2,7,-5.62,69.93
DOUBLE,BTC/USDT,4h,F14x2.0_S20x3.5,1:2,1.0,36,16.67,-1873.14,8126.86,1873.14,18.73,0.34,-52.03,2,14,-40.56,49.77
DOUBLE,BTC/USDT,4h,F14x2.0_S20x3.5,1:3,1.0,37,16.22,-1474.47,8525.53,1474.47,14.74,0.51,-39.85,2,14,-22.72,53.97
DOUBLE,BTC/USDT,4h,F14x2.0_S30x3.0,1:2,1.0,45,31.11,-522.04,9477.96,748.34,7.34,0.84,-11.6,3,5,-6.33,51.32
DOUBLE,BTC/USDT,4h,F14x2.0_S30x3.0,1:3,1.0,41,24.39,-327.17,9672.83,661.94,6.42,0.9,-7.98,3,5,-3.1,60.66
DOUBLE,BTC/USDT,4h,F14x2.5_S20x2.5,1:2,1.0,55,34.55,-358.86,9641.14,1140.35,10.66,0.91,-6.52,3,8,-3.23,62.97
DOUBLE,BTC/USDT,4h,F14x2.5_S20x2.5,1:3,1.0,43,34.88,1158.45,11158.45,656.11,6.26,1.37,26.94,3,6,11.7,71.05
DOUBLE,BTC/USDT,4h,F14x2.5_S20x3.5,1:2,1.0,31,19.35,-1518.66,8481.34,1576.19,15.76,0.38,-48.99,1,6,-37.07,59.13
DOUBLE,BTC/USDT,4h,F14x2.5_S20x3.5,1:3,1.0,30,16.67,-1348.56,8651.44,1407.25,14.07,0.45,-44.95,1,9,-27.37,59.82
DOUBLE,BTC/USDT,4h,F14x2.5_S30x3.0,1:2,1.0,42,30.95,-700.67,9299.33,975.9,9.57,0.77,-16.68,3,6,-9.63,58.36
DOUBLE,BTC/USDT,4h,F14x2.5_S30x3.0,1:3,1.0,36,19.44,-1208.47,8791.53,1436.88,14.37,0.58,-33.57,1,6,-18.38,61.3
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.0_S20x3.0,1:2,1.0,62,37.1,34.46,10034.46,1477.58,13.01,1.01,0.56,4,8,0.88,30.59
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.0_S20x3.0,1:3,1.0,55,25.45,-522.39,9477.61,1525.97,14.18,0.88,-9.5,2,7,-3.87,35.64
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.0_S20x3.5,1:2,1.0,67,32.84,-889.87,9110.13,1714.43,16.09,0.82,-13.28,4,10,-7.39,23.47
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.0_S20x3.5,1:3,1.0,61,24.59,-875.2,9124.8,1778.27,16.7,0.83,-14.35,2,9,-6.38,27.88
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.0_S30x3.0,1:2,1.0,57,38.6,302.13,10302.13,1299.77,11.36,1.07,5.3,3,6,3.48,30.14
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.0_S30x3.0,1:3,1.0,51,27.45,-94.83,9905.17,1109.21,10.3,0.98,-1.86,2,9,-0.15,32.44
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.0_S30x3.5,1:2,1.0,62,35.48,-360.75,9639.25,1384.37,12.76,0.92,-5.82,4,8,-2.75,24.86
