trade_no,coin,timeframe,direction,entry_time,exit_time,entry_price_usd,entry_price_inr,stop_price_usd,target_price_usd,exit_price_usd,exit_price_inr,exit_reason,risk_pct,risk_inr,position_size_coin,position_size_inr,gross_pnl_inr,fees_inr,net_pnl_inr,net_pnl,equity_before,equity_after
1,ETH/INR,1h,LONG,2024-09-27 06:30:00+05:30,2024-09-27 20:30:00+05:30,2642.67,220662.56,2616.24,2695.52,2694.17,224963.27,TARGET_HIT,0.01,100.0,0.043052,9500.0,185.16,11.32,173.84,173.84,10000.0,10173.84
2,ETH/INR,1h,LONG,2024-09-28 04:30:00+05:30,2024-09-28 11:30:00+05:30,2709.34,226229.73,2682.24,2763.52,2680.9,223855.45,STOP_LOSS,0.01,101.74,0.042723,9665.14,-101.44,11.35,-112.78,-112.78,10173.84,10061.06
3,ETH/INR,1h,SHORT,2024-09-30 02:30:00+05:30,2024-09-30 15:30:00+05:30,2657.87,221931.99,2684.45,2604.71,2606.01,217602.1,TARGET_HIT,0.01,100.61,0.043067,9558.0,186.48,11.17,175.31,175.31,10061.06,10236.36
4,ETH/INR,1h,SHORT,2024-09-30 19:30:00+05:30,2024-10-01 00:30:00+05:30,2623.21,219038.05,2649.44,2570.75,2589.83,216250.88,INTRADAY_SQUAREOFF,0.01,102.36,0.044397,9724.55,123.74,11.4,112.34,112.34,10236.36,10348.7
5,ETH/INR,1h,SHORT,2024-10-02 15:30:00+05:30,2024-10-02 21:30:00+05:30,2446.89,204315.37,2471.36,2397.95,2472.6,206461.71,STOP_LOSS,0.01,103.49,0.048118,9831.27,-103.28,11.66,-114.94,-114.94,10348.7,10233.76
6,ETH/INR,1h,SHORT,2024-10-03 11:30:00+05:30,2024-10-03 13:30:00+05:30,2381.77,198877.85,2405.59,2334.14,2335.3,194997.74,TARGET_HIT,0.01,102.34,0.048885,9722.07,189.68,11.36,178.32,178.32,10233.76,10412.08
7,ETH/INR,1h,SHORT,2024-10-03 20:30:00+05:30,2024-10-03 22:30:00+05:30,2316.19,193401.72,2339.35,2269.86,2340.52,195433.4,STOP_LOSS,0.01,104.12,0.051145,9891.48,-103.91,11.73,-115.64,-115.64,10412.08,10296.44
8,ETH/INR,1h,SHORT,2024-10-04 06:30:00+05:30,2024-10-04 08:30:00+05:30,2338.94,195301.09,2362.32,2292.16,2363.51,197352.72,STOP_LOSS,0.01,102.96,0.050085,9781.62,-102.76,11.6,-114.36,-114.36,10296.44,10182.08
9,ETH/INR,1h,SHORT,2024-10-04 15:30:00+05:30,2024-10-04 20:30:00+05:30,2374.18,198244.03,2397.92,2326.7,2399.12,200326.58,STOP_LOSS,0.01,101.82,0.048793,9672.97,-101.61,11.47,-113.09,-113.09,10182.08,10068.99
10,ETH/INR,1h,LONG,2024-10-05 06:30:00+05:30,2024-10-05 08:30:00+05:30,2425.44,202524.37,2401.19,2473.95,2399.99,200398.88,STOP_LOSS,0.01,100.69,0.047232,9565.54,-100.39,11.23,-111.62,-111.62,10068.99,9957.37
