trade_no,coin,timeframe,direction,entry_time,exit_time,entry_price_usd,entry_price_inr,stop_price_usd,target_price_usd,exit_price_usd,exit_price_inr,exit_reason,risk_pct,risk_inr,position_size_coin,position_size_inr,gross_pnl_inr,fees_inr,net_pnl_inr,net_pnl,equity_before,equity_after
1,ETH/INR,5m,LONG,2026-09-17 10:55:00+05:30,2026-09-18 00:00:00+05:30,2441.94,203902.02,2393.1,2539.62,2457.38,205191.3,INTRADAY_SQUAREOFF,0.01,100.0,0.024522,5000.0,31.62,5.92,25.7,25.7,10000.0,10025.7
2,ETH/INR,5m,SHORT,2026-09-18 00:30:00+05:30,2026-09-18 13:50:00+05:30,2448.38,204439.34,2497.34,2350.44,2498.59,208632.39,STOP_LOSS,0.01,100.26,0.02452,5012.85,-102.81,5.98,-108.79,-108.79,10025.7,9916.91
3,ETH/INR,5m,LONG,2026-09-18 14:25:00+05:30,2026-09-18 21:45:00+05:30,2499.05,208670.59,2449.07,2599.01,2597.71,216908.9,TARGET_HIT,0.01,99.17,0.023762,4958.45,195.76,5.97,189.79,189.79,9916.91,10106.7
4,ETH/INR,5m,LONG,2026-09-18 22:05:00+05:30,2026-09-19 00:00:00+05:30,2610.55,217981.31,2558.34,2714.98,2608.42,217802.66,INTRADAY_SQUAREOFF,0.01,101.07,0.023182,5053.35,-4.14,5.96,-10.1,-10.1,10106.7,10096.6
5,ETH/INR,5m,LONG,2026-09-19 00:35:00+05:30,2026-09-20 00:00:00+05:30,2620.14,218781.65,2567.74,2724.95,2639.06,220361.48,INTRADAY_SQUAREOFF,0.01,100.97,0.023075,5048.3,36.45,5.98,30.48,30.48,10096.6,10127.07
6,ETH/INR,5m,SHORT,2026-09-20 00:45:00+05:30,2026-09-21 00:00:00+05:30,2632.33,219799.81,2684.98,2527.04,2639.17,220370.61,INTRADAY_SQUAREOFF,0.01,101.27,0.023037,5063.54,-13.15,5.98,-19.13,-19.13,10127.07,10107.94
7,ETH/INR,5m,LONG,2026-09-21 00:40:00+05:30,2026-09-21 15:00:00+05:30,2630.09,219612.88,2577.49,2735.3,2733.93,228283.2,TARGET_HIT,0.01,101.08,0.023013,5053.97,199.53,6.08,193.45,193.45,10107.94,10301.39
8,ETH/INR,5m,LONG,2026-09-21 16:15:00+05:30,2026-09-22 00:00:00+05:30,2716.97,226866.82,2662.63,2825.65,2750.04,229628.69,INTRADAY_SQUAREOFF,0.01,103.01,0.022704,5150.7,62.7,6.11,56.59,56.59,10301.39,10357.98
9,ETH/INR,5m,LONG,2026-09-22 00:20:00+05:30,2026-09-23 00:00:00+05:30,2753.33,229902.71,2698.26,2863.46,2742.43,228992.75,INTRADAY_SQUAREOFF,0.01,103.58,0.022527,5178.99,-20.5,6.1,-26.6,-26.6,10357.98,10331.38
10,ETH/INR,5m,LONG,2026-09-23 01:00:00+05:30,2026-09-23 18:35:00+05:30,2765.51,230920.25,2710.2,2876.13,2708.85,226188.69,STOP_LOSS,0.01,103.31,0.02237,5165.69,-105.85,6.03,-111.88,-111.88,10331.38,10219.5
11,ETH/INR,5m,SHORT,2026-09-23 19:40:00+05:30,2026-09-24 00:00:00+05:30,2695.37,225063.53,2749.28,2587.56,2661.95,222272.86,INTRADAY_SQUAREOFF,0.01,102.2,0.022704,5109.75,63.36,5.99,57.37,57.37,10219.5,10276.87
