trade_no,coin,timeframe,direction,entry_time,exit_time,entry_price_usd,entry_price_inr,stop_price_usd,target_price_usd,exit_price_usd,exit_price_inr,exit_reason,risk_pct,risk_inr,position_size_coin,position_size_inr,gross_pnl_inr,fees_inr,net_pnl_inr,net_pnl,equity_before,equity_after
1,ETH/INR,5m,LONG,2026-09-17 10:55:00+05:30,2026-09-18 00:00:00+05:30,2441.94,203902.02,2405.31,2515.2,2457.38,205191.3,INTRADAY_SQUAREOFF,0.01,100.0,0.032695,6666.67,42.15,7.89,34.26,34.26,10000.0,10034.26
2,ETH/INR,5m,SHORT,2026-09-18 00:30:00+05:30,2026-09-18 10:35:00+05:30,2448.38,204439.34,2485.1,2374.92,2486.34,207609.68,STOP_LOSS,0.01,100.34,0.032721,6689.51,-103.74,7.95,-111.69,-111.69,10034.26,9922.57
3,ETH/INR,5m,LONG,2026-09-18 11:35:00+05:30,2026-09-18 19:20:00+05:30,2486.75,207643.86,2449.45,2561.36,2560.07,213766.23,TARGET_HIT,0.01,99.23,0.031858,6615.05,195.04,7.92,187.12,187.12,9922.57,10109.69
4,ETH/INR,5m,LONG,2026-09-18 19:35:00+05:30,2026-09-19 00:00:00+05:30,2564.67,214150.08,2526.2,2641.61,2608.42,217802.66,INTRADAY_SQUAREOFF,0.01,101.1,0.031472,6739.8,114.96,8.02,106.93,106.93,10109.69,10216.63
5,ETH/INR,5m,LONG,2026-09-19 00:35:00+05:30,2026-09-20 00:00:00+05:30,2620.14,218781.65,2580.84,2698.74,2639.06,220361.48,INTRADAY_SQUAREOFF,0.01,102.17,0.031132,6811.09,49.18,8.07,41.12,41.12,10216.63,10257.75
6,ETH/INR,5m,SHORT,2026-09-20 00:45:00+05:30,2026-09-21 00:00:00+05:30,2632.33,219799.81,2671.82,2553.36,2639.17,220370.61,INTRADAY_SQUAREOFF,0.01,102.58,0.031112,6838.5,-17.76,8.08,-25.84,-25.84,10257.75,10231.91
7,ETH/INR,5m,LONG,2026-09-21 00:40:00+05:30,2026-09-21 14:55:00+05:30,2630.09,219612.88,2590.64,2709.0,2707.64,226088.17,TARGET_HIT,0.01,102.32,0.03106,6821.27,201.13,8.17,192.96,192.96,10231.91,10424.86
8,ETH/INR,5m,LONG,2026-09-21 16:15:00+05:30,2026-09-22 00:00:00+05:30,2716.97,226866.82,2676.21,2798.48,2750.04,229628.69,INTRADAY_SQUAREOFF,0.01,104.25,0.030634,6949.91,84.61,8.25,76.36,76.36,10424.86,10501.22
9,ETH/INR,5m,LONG,2026-09-22 00:20:00+05:30,2026-09-23 00:00:00+05:30,2753.33,229902.71,2712.03,2835.93,2742.43,228992.75,INTRADAY_SQUAREOFF,0.01,105.01,0.030451,7000.81,-27.71,8.24,-35.95,-35.95,10501.22,10465.27
10,ETH/INR,5m,LONG,2026-09-23 01:00:00+05:30,2026-09-23 16:50:00+05:30,2765.51,230920.25,2724.03,2848.48,2722.67,227342.72,STOP_LOSS,0.01,104.65,0.030213,6976.84,-108.09,8.17,-116.26,-116.26,10465.27,10349.01
11,ETH/INR,5m,SHORT,2026-09-23 17:10:00+05:30,2026-09-24 00:00:00+05:30,2715.39,226735.2,2756.12,2633.93,2661.95,222272.86,INTRADAY_SQUAREOFF,0.01,103.49,0.030429,6899.34,135.78,8.06,127.72,127.72,10349.01,10476.73
